Customer ID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
20878,113,4,1539,3,2,1,321,Promising
20879,203,4,3196,2,2,2,222,Customers Needing Attention
20880,148,6,5263,3,3,4,334,Champions
20881,64,5,5014,4,2,3,423,Potential Loyalists
20882,145,7,3464,3,4,2,342,Lost
20883,237,5,2505,2,2,2,222,Customers Needing Attention
20884,76,5,1858,4,2,1,421,New Customers
20885,171,8,4855,3,4,3,343,Champions
20886,262,5,4968,2,2,3,223,Customers Needing Attention
20887,309,5,3060,2,2,2,222,Customers Needing Attention
20888,1026,2,1307,1,1,1,111,Lost
20889,4,5,3086,4,2,2,422,Potential Loyalists
20890,261,5,6993,2,2,4,224,Lost
20891,78,7,5790,4,4,4,444,Champions
20892,67,5,2839,4,2,2,422,Potential Loyalists
20893,43,6,2880,4,3,2,432,New Customers
20894,277,6,3350,2,3,2,232,Lost
20895,185,5,2435,3,2,2,322,Potential Loyalists
20896,726,5,3652,1,2,3,123,At Risk
20897,69,3,1217,4,1,1,411,New Customers
20898,476,4,1495,1,2,1,121,Cant Lose Them
20899,110,6,4858,3,3,3,333,Champions
20900,778,5,4226,1,2,3,123,At Risk
20901,258,3,2020,2,1,1,211,About to Sleep
20902,684,4,6887,1,2,4,124,At Risk
20903,256,5,3571,2,2,2,222,Customers Needing Attention
20904,5,9,7437,4,4,4,444,Champions
20905,261,4,1102,2,2,1,221,About to Sleep
20906,168,3,3240,3,1,2,312,Potential Loyalists
20907,276,6,6080,2,3,4,234,Loyal Customers
20908,232,4,4324,2,2,3,223,Customers Needing Attention
20909,83,11,5741,3,4,4,344,Champions
20910,221,4,1771,2,2,1,221,About to Sleep
20911,306,4,5236,2,2,4,224,Lost
20912,353,5,5521,2,2,4,224,Lost
20913,189,3,1843,2,1,1,211,About to Sleep
20914,587,6,3927,1,3,3,133,At Risk
20915,291,5,3117,2,2,2,222,Customers Needing Attention
20916,107,4,3314,3,2,2,322,Potential Loyalists
20917,33,2,1709,4,1,1,411,New Customers
20918,752,5,4056,1,2,3,123,At Risk
20919,546,2,1335,1,1,1,111,Lost
20920,878,1,1180,1,1,1,111,Lost
20921,158,4,3909,3,2,3,323,Potential Loyalists
20922,153,5,3954,3,2,3,323,Potential Loyalists
20923,240,4,4617,2,2,3,223,Customers Needing Attention
20924,120,3,1362,3,1,1,311,Promising
20925,319,3,4918,2,1,3,213,Customers Needing Attention
20926,80,7,5510,3,4,4,344,Champions
20927,406,7,5605,1,4,4,144,At Risk
20928,48,8,6807,4,4,4,444,Champions
20929,71,4,3018,4,2,2,422,Potential Loyalists
20930,514,2,1947,1,1,1,111,Lost
20932,602,1,1332,1,1,1,111,Lost
20933,179,4,3080,3,2,2,322,Potential Loyalists
20934,766,1,726,1,1,1,111,Lost
20935,27,4,2697,4,2,2,422,Potential Loyalists
20936,387,4,3150,1,2,2,122,At Risk
20937,9,6,6016,4,3,4,434,Champions
20938,30,11,10718,4,4,4,444,Champions
20939,487,3,4879,1,1,3,113,Hibernating
20940,571,4,3394,1,2,2,122,At Risk
20941,9,6,7080,4,3,4,434,Champions
20942,119,3,2180,3,1,1,311,Promising
20943,31,7,4002,4,4,3,443,Champions
20944,65,4,1223,4,2,1,421,New Customers
20945,231,7,3239,2,4,2,242,Lost
20946,236,9,6459,2,4,4,244,Loyal Customers
20947,14,7,6650,4,4,4,444,Champions
20948,666,2,2053,1,1,1,111,Lost
20949,176,3,2494,3,1,2,312,Potential Loyalists
20950,102,9,7451,3,4,4,344,Champions
20951,506,4,2506,1,2,2,122,At Risk
20952,122,6,6617,3,3,4,334,Champions
20953,355,5,3186,2,2,2,222,Customers Needing Attention
20954,587,2,2392,1,1,2,112,Hibernating
20955,294,8,7032,2,4,4,244,Loyal Customers
20956,15,9,6914,4,4,4,444,Champions
20957,526,5,4764,1,2,3,123,At Risk
20958,312,9,5627,2,4,4,244,Loyal Customers
20959,94,5,6100,3,2,4,324,Potential Loyalists
20960,22,3,3100,4,1,2,412,Potential Loyalists
20961,1237,2,2264,1,1,1,111,Lost
20962,54,4,2516,4,2,2,422,Potential Loyalists
20963,125,3,1644,3,1,1,311,Promising
20964,651,2,3036,1,1,2,112,Hibernating
20965,88,5,3162,3,2,2,322,Potential Loyalists
20966,472,5,2962,1,2,2,122,At Risk
20967,26,4,5129,4,2,3,423,Potential Loyalists
20968,207,7,5369,2,4,4,244,Loyal Customers
20969,483,6,3473,1,3,2,132,At Risk
20970,15,9,9636,4,4,4,444,Champions
20971,405,2,1842,1,1,1,111,Lost
20972,118,2,844,3,1,1,311,Promising
20973,252,3,2882,2,1,2,212,Customers Needing Attention
20974,128,5,3957,3,2,3,323,Potential Loyalists
20975,359,4,4570,2,2,3,223,Customers Needing Attention
20976,197,6,4331,2,3,3,233,Loyal Customers
20977,4,4,5017,4,2,3,423,Potential Loyalists
20978,453,6,4561,1,3,3,133,At Risk
20979,377,3,1241,1,1,1,111,Lost
20980,275,6,6061,2,3,4,234,Loyal Customers
20981,407,5,4271,1,2,3,123,At Risk
20982,248,3,1638,2,1,1,211,About to Sleep
20983,23,7,6784,4,4,4,444,Champions
20984,109,2,1247,3,1,1,311,Promising
20985,203,5,2995,2,2,2,222,Customers Needing Attention
20986,525,2,1543,1,1,1,111,Lost
20987,224,6,4590,2,3,3,233,Loyal Customers
20988,50,6,3799,4,3,3,433,Champions
20989,191,7,7668,2,4,4,244,Loyal Customers
20990,481,3,3979,1,1,3,113,Hibernating
20991,20,5,5349,4,2,4,424,Potential Loyalists
20992,333,5,2899,2,2,2,222,Customers Needing Attention
20993,670,3,1488,1,1,1,111,Lost
20994,282,7,3862,2,4,3,243,Loyal Customers
20995,241,3,1892,2,1,1,211,About to Sleep
20996,254,8,6138,2,4,4,244,Loyal Customers
20997,73,5,5240,4,2,4,424,Potential Loyalists
20998,173,6,2734,3,3,2,332,Lost
20999,120,7,7967,3,4,4,344,Champions
21000,274,9,9170,2,4,4,244,Loyal Customers
21001,301,5,3102,2,2,2,222,Customers Needing Attention
21002,261,6,5960,2,3,4,234,Loyal Customers
21003,542,3,729,1,1,1,111,Lost
21004,1224,2,2260,1,1,1,111,Lost
21006,178,8,6604,3,4,4,344,Champions
21007,1030,2,432,1,1,1,111,Lost
21008,19,5,2877,4,2,2,422,Potential Loyalists
21009,43,8,4965,4,4,3,443,Champions
21010,649,4,3098,1,2,2,122,At Risk
21011,108,7,5657,3,4,4,344,Champions
21012,665,6,5744,1,3,4,134,At Risk
21013,81,5,2982,3,2,2,322,Potential Loyalists
21014,29,3,2325,4,1,2,412,Potential Loyalists
21015,192,5,5112,2,2,3,223,Customers Needing Attention
21016,438,3,2029,1,1,1,111,Lost
21017,30,8,7770,4,4,4,444,Champions
21018,178,4,1948,3,2,1,321,Promising
21019,75,5,4729,4,2,3,423,Potential Loyalists
21020,20,5,5571,4,2,4,424,Potential Loyalists
21021,305,5,7667,2,2,4,224,Lost
21022,169,8,8235,3,4,4,344,Champions
21023,745,3,1201,1,1,1,111,Lost
21024,305,6,5807,2,3,4,234,Loyal Customers
21025,38,7,2740,4,4,2,442,New Customers
21026,71,4,1246,4,2,1,421,New Customers
21027,140,6,4610,3,3,3,333,Champions
21028,166,5,4356,3,2,3,323,Potential Loyalists
21029,489,4,3076,1,2,2,122,At Risk
21030,584,4,4444,1,2,3,123,At Risk
21031,322,4,3114,2,2,2,222,Customers Needing Attention
21032,420,5,2310,1,2,2,122,At Risk
21033,92,3,1830,3,1,1,311,Promising
21034,490,6,6068,1,3,4,134,At Risk
21035,5,7,3819,4,4,3,443,Champions
21036,658,4,3300,1,2,2,122,At Risk
21037,1,5,1761,4,2,1,421,New Customers
21038,307,6,3202,2,3,2,232,Lost
21039,433,6,5684,1,3,4,134,At Risk
21040,303,3,1689,2,1,1,211,About to Sleep
21041,664,2,1738,1,1,1,111,Lost
21042,8,2,2304,4,1,2,412,Potential Loyalists
21043,722,3,3747,1,1,3,113,Hibernating
21044,303,4,1939,2,2,1,221,About to Sleep
21045,266,2,1656,2,1,1,211,About to Sleep
21046,23,3,1666,4,1,1,411,New Customers
21047,157,5,3109,3,2,2,322,Potential Loyalists
21048,263,4,4931,2,2,3,223,Customers Needing Attention
21049,327,2,1796,2,1,1,211,About to Sleep
21050,1266,3,2662,1,1,2,112,Hibernating
21051,107,1,120,3,1,1,311,Promising
21052,518,4,1887,1,2,1,121,Cant Lose Them
21054,287,4,3635,2,2,3,223,Customers Needing Attention
21055,225,4,2287,2,2,2,222,Customers Needing Attention
21056,971,4,2220,1,2,1,121,Cant Lose Them
21057,80,7,6060,3,4,4,344,Champions
21058,160,2,954,3,1,1,311,Promising
21059,210,2,2363,2,1,2,212,Customers Needing Attention
21060,637,4,1056,1,2,1,121,Cant Lose Them
21061,385,4,1533,1,2,1,121,Cant Lose Them
21062,208,5,5317,2,2,4,224,Lost
21063,3,3,1230,4,1,1,411,New Customers
21064,47,4,2153,4,2,1,421,New Customers
21065,748,2,767,1,1,1,111,Lost
21066,22,5,8572,4,2,4,424,Potential Loyalists
21067,209,6,4076,2,3,3,233,Loyal Customers
21068,198,5,1894,2,2,1,221,About to Sleep
21069,206,9,9622,2,4,4,244,Loyal Customers
21070,350,4,3284,2,2,2,222,Customers Needing Attention
21071,361,6,2018,2,3,1,231,Lost
21072,230,4,2122,2,2,1,221,About to Sleep
21073,901,7,5337,1,4,4,144,At Risk
21074,30,5,3391,4,2,2,422,Potential Loyalists
21075,420,4,3348,1,2,2,122,At Risk
21076,302,5,4326,2,2,3,223,Customers Needing Attention
21077,226,4,2901,2,2,2,222,Customers Needing Attention
21078,550,3,430,1,1,1,111,Lost
21079,185,2,1911,3,1,1,311,Promising
21080,231,10,6747,2,4,4,244,Loyal Customers
21081,91,7,7095,3,4,4,344,Champions
21082,129,6,6099,3,3,4,334,Champions
21083,240,4,1244,2,2,1,221,About to Sleep
21084,474,5,2793,1,2,2,122,At Risk
21085,351,5,3871,2,2,3,223,Customers Needing Attention
21086,242,7,7125,2,4,4,244,Loyal Customers
21087,1174,3,3121,1,1,2,112,Hibernating
21088,75,6,4845,4,3,3,433,Champions
21089,135,5,3209,3,2,2,322,Potential Loyalists
21090,372,3,913,1,1,1,111,Lost
21091,728,4,2671,1,2,2,122,At Risk
21092,86,1,18,3,1,1,311,Promising
21093,33,4,978,4,2,1,421,New Customers
21094,563,4,2249,1,2,1,121,Cant Lose Them
21095,375,2,723,1,1,1,111,Lost
21096,1026,1,702,1,1,1,111,Lost
21097,35,5,3380,4,2,2,422,Potential Loyalists
21098,78,5,4473,4,2,3,423,Potential Loyalists
21099,126,6,3739,3,3,3,333,Champions
21100,27,2,588,4,1,1,411,New Customers
21101,23,6,4192,4,3,3,433,Champions
21102,290,6,4351,2,3,3,233,Loyal Customers
21103,68,5,3525,4,2,2,422,Potential Loyalists
21104,350,7,3507,2,4,2,242,Lost
21105,137,4,957,3,2,1,321,Promising
21106,135,6,5278,3,3,4,334,Champions
21107,167,8,3255,3,4,2,342,Lost
21108,307,4,3649,2,2,3,223,Customers Needing Attention
21109,369,7,3060,2,4,2,242,Lost
21110,437,5,5572,1,2,4,124,At Risk
21111,319,2,1576,2,1,1,211,About to Sleep
21112,1142,2,983,1,1,1,111,Lost
21113,185,5,4032,3,2,3,323,Potential Loyalists
21114,80,6,6203,3,3,4,334,Champions
21115,380,7,3047,1,4,2,142,At Risk
21116,597,2,3830,1,1,3,113,Hibernating
21117,104,4,5411,3,2,4,324,Potential Loyalists
21118,107,4,3158,3,2,2,322,Potential Loyalists
21119,271,6,5203,2,3,4,234,Loyal Customers
21120,195,3,772,2,1,1,211,About to Sleep
21121,911,3,1229,1,1,1,111,Lost
21122,341,2,2035,2,1,1,211,About to Sleep
21123,6,3,2316,4,1,2,412,Potential Loyalists
21124,130,4,2827,3,2,2,322,Potential Loyalists
21125,375,5,3839,1,2,3,123,At Risk
21126,611,5,6943,1,2,4,124,At Risk
21127,227,6,5548,2,3,4,234,Loyal Customers
21128,41,3,3310,4,1,2,412,Potential Loyalists
21129,341,2,2480,2,1,2,212,Customers Needing Attention
21130,449,3,3151,1,1,2,112,Hibernating
21131,1346,1,123,1,1,1,111,Lost
21132,127,4,3164,3,2,2,322,Potential Loyalists
21133,223,8,6405,2,4,4,244,Loyal Customers
21134,292,6,5604,2,3,4,234,Loyal Customers
21135,85,3,2488,3,1,2,312,Potential Loyalists
21136,132,6,4080,3,3,3,333,Champions
21137,42,5,2651,4,2,2,422,Potential Loyalists
21138,274,4,3644,2,2,3,223,Customers Needing Attention
21139,238,2,2178,2,1,1,211,About to Sleep
21140,266,6,6481,2,3,4,234,Loyal Customers
21141,67,7,8746,4,4,4,444,Champions
21142,163,6,2133,3,3,1,331,Lost
21143,30,7,4467,4,4,3,443,Champions
21144,320,4,2531,2,2,2,222,Customers Needing Attention
21145,451,3,2297,1,1,2,112,Hibernating
21146,194,4,1858,2,2,1,221,About to Sleep
21147,204,9,10093,2,4,4,244,Loyal Customers
21148,46,7,3856,4,4,3,443,Champions
21149,10,7,6238,4,4,4,444,Champions
21150,57,9,4299,4,4,3,443,Champions
21151,331,1,687,2,1,1,211,About to Sleep
21152,426,4,4268,1,2,3,123,At Risk
21153,397,4,6112,1,2,4,124,At Risk
21154,95,7,4468,3,4,3,343,Champions
21155,257,1,267,2,1,1,211,About to Sleep
21156,16,7,6929,4,4,4,444,Champions
21157,306,4,6718,2,2,4,224,Lost
21158,811,4,2405,1,2,2,122,At Risk
21159,223,7,4461,2,4,3,243,Loyal Customers
21160,216,7,5931,2,4,4,244,Loyal Customers
21161,7,6,3424,4,3,2,432,New Customers
21162,167,3,2712,3,1,2,312,Potential Loyalists
21163,42,11,8525,4,4,4,444,Champions
21164,238,3,2472,2,1,2,212,Customers Needing Attention
21165,56,6,2360,4,3,2,432,New Customers
21166,364,3,1280,2,1,1,211,About to Sleep
21167,378,3,3685,1,1,3,113,Hibernating
21168,58,4,2212,4,2,1,421,New Customers
21169,54,3,2112,4,1,1,411,New Customers
21170,286,5,4407,2,2,3,223,Customers Needing Attention
21171,164,6,5004,3,3,3,333,Champions
21172,554,4,2557,1,2,2,122,At Risk
21173,35,11,10427,4,4,4,444,Champions
21174,16,9,10491,4,4,4,444,Champions
21175,126,7,2690,3,4,2,342,Lost
21176,22,7,3928,4,4,3,443,Champions
21177,439,4,4201,1,2,3,123,At Risk
21178,153,5,2519,3,2,2,322,Potential Loyalists
21179,22,6,8455,4,3,4,434,Champions
21180,375,6,5146,1,3,3,133,At Risk
21181,385,4,2541,1,2,2,122,At Risk
21182,371,4,3384,2,2,2,222,Customers Needing Attention
21183,282,5,4202,2,2,3,223,Customers Needing Attention
21184,21,3,2548,4,1,2,412,Potential Loyalists
21185,53,4,1255,4,2,1,421,New Customers
21186,361,6,4290,2,3,3,233,Loyal Customers
21187,543,4,1932,1,2,1,121,Cant Lose Them
21188,464,4,1253,1,2,1,121,Cant Lose Them
21189,84,3,1816,3,1,1,311,Promising
21190,911,1,420,1,1,1,111,Lost
21191,94,7,3843,3,4,3,343,Champions
21192,56,4,5162,4,2,4,424,Potential Loyalists
21193,235,6,4898,2,3,3,233,Loyal Customers
21194,13,8,5768,4,4,4,444,Champions
21195,201,4,3087,2,2,2,222,Customers Needing Attention
21196,20,4,2629,4,2,2,422,Potential Loyalists
21197,148,5,3749,3,2,3,323,Potential Loyalists
21198,50,6,5946,4,3,4,434,Champions
21199,1017,3,2186,1,1,1,111,Lost
21200,544,2,1046,1,1,1,111,Lost
21201,775,3,2361,1,1,2,112,Hibernating
21202,211,7,5687,2,4,4,244,Loyal Customers
21203,159,7,5519,3,4,4,344,Champions
21204,820,2,2195,1,1,1,111,Lost
21205,426,3,3134,1,1,2,112,Hibernating
21206,130,5,2956,3,2,2,322,Potential Loyalists
21207,30,3,3689,4,1,3,413,Potential Loyalists
21208,89,4,2483,3,2,2,322,Potential Loyalists
21209,32,8,5104,4,4,3,443,Champions
21210,661,6,1651,1,3,1,131,Cant Lose Them
21211,155,3,3305,3,1,2,312,Potential Loyalists
21212,1,5,4143,4,2,3,423,Potential Loyalists
21213,370,4,1731,2,2,1,221,About to Sleep
21214,366,4,4719,2,2,3,223,Customers Needing Attention
21215,267,6,4806,2,3,3,233,Loyal Customers
21216,352,2,620,2,1,1,211,About to Sleep
21217,100,7,4305,3,4,3,343,Champions
21218,570,5,2185,1,2,1,121,Cant Lose Them
21219,307,5,3663,2,2,3,223,Customers Needing Attention
21220,69,6,4895,4,3,3,433,Champions
21221,228,6,8642,2,3,4,234,Loyal Customers
21222,116,4,5103,3,2,3,323,Potential Loyalists
21223,1231,1,1184,1,1,1,111,Lost
21224,58,5,5795,4,2,4,424,Potential Loyalists
21225,784,6,6205,1,3,4,134,At Risk
21226,609,2,364,1,1,1,111,Lost
21227,8,5,4717,4,2,3,423,Potential Loyalists
21228,8,4,2037,4,2,1,421,New Customers
21229,6,2,754,4,1,1,411,New Customers
21230,53,4,2592,4,2,2,422,Potential Loyalists
21231,268,3,1703,2,1,1,211,About to Sleep
21232,1035,2,782,1,1,1,111,Lost
21233,682,5,4324,1,2,3,123,At Risk
21234,28,4,3401,4,2,2,422,Potential Loyalists
21235,200,3,4184,2,1,3,213,Customers Needing Attention
21236,993,2,4000,1,1,3,113,Hibernating
21237,288,3,876,2,1,1,211,About to Sleep
21238,12,8,9317,4,4,4,444,Champions
21239,583,6,5662,1,3,4,134,At Risk
21241,871,4,3260,1,2,2,122,At Risk
21242,403,1,1440,1,1,1,111,Lost
21243,66,6,3558,4,3,2,432,New Customers
21244,983,2,1468,1,1,1,111,Lost
21245,22,10,7298,4,4,4,444,Champions
21246,427,4,3740,1,2,3,123,At Risk
21247,109,7,8910,3,4,4,344,Champions
21248,38,8,5978,4,4,4,444,Champions
21249,5,6,4115,4,3,3,433,Champions
21250,306,6,2219,2,3,1,231,Lost
21251,44,6,4414,4,3,3,433,Champions
21252,503,4,1647,1,2,1,121,Cant Lose Them
21253,126,3,1661,3,1,1,311,Promising
21254,103,4,2119,3,2,1,321,Promising
21255,426,6,4448,1,3,3,133,At Risk
21256,142,8,5828,3,4,4,344,Champions
21257,13,6,7504,4,3,4,434,Champions
21258,370,2,2905,2,1,2,212,Customers Needing Attention
21259,298,7,3666,2,4,3,243,Loyal Customers
21260,304,2,935,2,1,1,211,About to Sleep
21261,39,7,4912,4,4,3,443,Champions
21262,408,7,3317,1,4,2,142,At Risk
21263,43,7,6079,4,4,4,444,Champions
21264,138,8,5217,3,4,4,344,Champions
21265,121,6,3840,3,3,3,333,Champions
21266,277,7,5184,2,4,4,244,Loyal Customers
21267,4,6,5843,4,3,4,434,Champions
21268,3,9,6257,4,4,4,444,Champions
21269,175,4,4272,3,2,3,323,Potential Loyalists
21270,232,6,2557,2,3,2,232,Lost
21271,212,4,2605,2,2,2,222,Customers Needing Attention
21272,133,6,4834,3,3,3,333,Champions
21273,83,5,3150,3,2,2,322,Potential Loyalists
21274,189,4,4161,2,2,3,223,Customers Needing Attention
21275,357,7,4057,2,4,3,243,Loyal Customers
21276,12,5,4088,4,2,3,423,Potential Loyalists
21277,108,7,5423,3,4,4,344,Champions
21278,39,3,1635,4,1,1,411,New Customers
21279,573,6,4686,1,3,3,133,At Risk
21280,616,5,5302,1,2,4,124,At Risk
21281,56,6,2465,4,3,2,432,New Customers
21282,318,3,1676,2,1,1,211,About to Sleep
21283,491,4,5010,1,2,3,123,At Risk
21284,255,4,745,2,2,1,221,About to Sleep
21285,117,6,4674,3,3,3,333,Champions
21286,485,7,5058,1,4,3,143,At Risk
21287,33,11,11718,4,4,4,444,Champions
21288,89,6,5541,3,3,4,334,Champions
21289,340,6,3998,2,3,3,233,Loyal Customers
21290,138,4,2431,3,2,2,322,Potential Loyalists
21291,257,6,8034,2,3,4,234,Loyal Customers
21292,491,4,4336,1,2,3,123,At Risk
21293,332,9,7265,2,4,4,244,Loyal Customers
21294,2,6,5362,4,3,4,434,Champions
21295,186,5,4335,3,2,3,323,Potential Loyalists
21296,145,6,4972,3,3,3,333,Champions
21297,12,8,5076,4,4,3,443,Champions
21298,79,11,6408,3,4,4,344,Champions
21299,32,4,2274,4,2,2,422,Potential Loyalists
21300,582,2,1044,1,1,1,111,Lost
21301,256,6,5826,2,3,4,234,Loyal Customers
21302,114,5,5529,3,2,4,324,Potential Loyalists
21303,550,3,1858,1,1,1,111,Lost
21304,7,6,4047,4,3,3,433,Champions
21305,88,6,4694,3,3,3,333,Champions
21306,146,6,3524,3,3,2,332,Lost
21307,13,3,1496,4,1,1,411,New Customers
21308,327,2,1115,2,1,1,211,About to Sleep
21309,23,5,6842,4,2,4,424,Potential Loyalists
21310,35,4,2123,4,2,1,421,New Customers
21311,33,5,1996,4,2,1,421,New Customers
21312,1220,2,3365,1,1,2,112,Hibernating
21313,266,4,3764,2,2,3,223,Customers Needing Attention
21314,552,2,2255,1,1,1,111,Lost
21315,614,2,3138,1,1,2,112,Hibernating
21316,349,4,1800,2,2,1,221,About to Sleep
21317,525,7,7010,1,4,4,144,At Risk
21318,295,6,2908,2,3,2,232,Lost
21319,440,3,1844,1,1,1,111,Lost
21320,504,4,1972,1,2,1,121,Cant Lose Them
21321,373,6,5487,1,3,4,134,At Risk
21322,496,2,1112,1,1,1,111,Lost
21323,400,4,2712,1,2,2,122,At Risk
21324,1055,1,128,1,1,1,111,Lost
21325,87,5,4513,3,2,3,323,Potential Loyalists
21326,34,6,3740,4,3,3,433,Champions
21327,72,5,4801,4,2,3,423,Potential Loyalists
21328,351,2,2198,2,1,1,211,About to Sleep
21329,29,5,3583,4,2,2,422,Potential Loyalists
21330,17,11,11537,4,4,4,444,Champions
21331,281,2,1216,2,1,1,211,About to Sleep
21332,94,3,3499,3,1,2,312,Potential Loyalists
21333,47,8,10124,4,4,4,444,Champions
21334,1129,1,417,1,1,1,111,Lost
21335,3,6,3152,4,3,2,432,New Customers
21336,331,6,2270,2,3,1,231,Lost
21337,284,6,4398,2,3,3,233,Loyal Customers
21338,64,2,2140,4,1,1,411,New Customers
21339,32,5,4097,4,2,3,423,Potential Loyalists
21340,24,8,2970,4,4,2,442,New Customers
21341,5,11,7910,4,4,4,444,Champions
21342,498,3,1595,1,1,1,111,Lost
21343,327,6,2999,2,3,2,232,Lost
21344,111,6,5646,3,3,4,334,Champions
21345,152,2,2718,3,1,2,312,Potential Loyalists
21346,79,7,5791,3,4,4,344,Champions
21347,73,7,4351,4,4,3,443,Champions
21348,516,5,3116,1,2,2,122,At Risk
21349,900,4,4662,1,2,3,123,At Risk
21350,60,9,6686,4,4,4,444,Champions
21351,176,9,6870,3,4,4,344,Champions
21352,235,4,2177,2,2,1,221,About to Sleep
21353,106,6,5371,3,3,4,334,Champions
21354,18,6,4285,4,3,3,433,Champions
21355,52,3,2522,4,1,2,412,Potential Loyalists
21356,253,5,2879,2,2,2,222,Customers Needing Attention
21357,160,6,3767,3,3,3,333,Champions
21358,202,4,3316,2,2,2,222,Customers Needing Attention
21359,297,4,1902,2,2,1,221,About to Sleep
21360,161,7,5181,3,4,4,344,Champions
21361,1,4,2619,4,2,2,422,Potential Loyalists
21362,74,7,5095,4,4,3,443,Champions
21363,721,4,2053,1,2,1,121,Cant Lose Them
21364,72,4,3623,4,2,3,423,Potential Loyalists
21365,447,9,9104,1,4,4,144,At Risk
21366,179,5,2465,3,2,2,322,Potential Loyalists
21367,226,6,3363,2,3,2,232,Lost
21368,321,5,1707,2,2,1,221,About to Sleep
21369,483,4,991,1,2,1,121,Cant Lose Them
21370,134,8,4974,3,4,3,343,Champions
21371,63,7,6120,4,4,4,444,Champions
21372,319,3,3741,2,1,3,213,Customers Needing Attention
21373,116,6,5671,3,3,4,334,Champions
21374,248,8,9808,2,4,4,244,Loyal Customers
21375,280,8,6740,2,4,4,244,Loyal Customers
21376,549,3,3285,1,1,2,112,Hibernating
21377,156,3,3099,3,1,2,312,Potential Loyalists
21378,228,6,5436,2,3,4,234,Loyal Customers
21379,917,3,1991,1,1,1,111,Lost
21380,312,3,3599,2,1,3,213,Customers Needing Attention
21381,360,4,2284,2,2,2,222,Customers Needing Attention
21382,890,3,2021,1,1,1,111,Lost
21383,284,4,1999,2,2,1,221,About to Sleep
21384,8,6,1671,4,3,1,431,New Customers
21385,409,4,1905,1,2,1,121,Cant Lose Them
21386,131,6,3677,3,3,3,333,Champions
21387,554,3,1767,1,1,1,111,Lost
21388,76,3,3493,4,1,2,412,Potential Loyalists
21389,243,5,4783,2,2,3,223,Customers Needing Attention
21390,126,8,5592,3,4,4,344,Champions
21391,41,5,4992,4,2,3,423,Potential Loyalists
21392,205,6,2594,2,3,2,232,Lost
21393,465,8,4632,1,4,3,143,At Risk
21394,106,4,2264,3,2,1,321,Promising
21395,181,6,3976,3,3,3,333,Champions
21396,187,6,3602,3,3,3,333,Champions
21397,18,3,930,4,1,1,411,New Customers
21398,336,3,878,2,1,1,211,About to Sleep
21399,840,4,3206,1,2,2,122,At Risk
21400,443,7,4719,1,4,3,143,At Risk
21401,349,7,4808,2,4,3,243,Loyal Customers
21402,98,8,10067,3,4,4,344,Champions
21403,7,7,5678,4,4,4,444,Champions
21404,47,5,5221,4,2,4,424,Potential Loyalists
21405,153,1,584,3,1,1,311,Promising
21406,452,4,3443,1,2,2,122,At Risk
21407,471,3,2152,1,1,1,111,Lost
21408,117,9,6962,3,4,4,344,Champions
21409,3,7,7934,4,4,4,444,Champions
21410,153,7,3121,3,4,2,342,Lost
21411,288,3,3034,2,1,2,212,Customers Needing Attention
21412,114,11,6200,3,4,4,344,Champions
21413,996,2,209,1,1,1,111,Lost
21414,238,7,2726,2,4,2,242,Lost
21415,391,5,5475,1,2,4,124,At Risk
21416,419,1,1287,1,1,1,111,Lost
21417,104,8,4187,3,4,3,343,Champions
21418,457,4,3905,1,2,3,123,At Risk
21419,175,7,5113,3,4,3,343,Champions
21420,226,2,1390,2,1,1,211,About to Sleep
21421,378,4,2478,1,2,2,122,At Risk
21422,439,6,5535,1,3,4,134,At Risk
21423,256,5,6344,2,2,4,224,Lost
21424,74,8,7686,4,4,4,444,Champions
21425,76,4,3672,4,2,3,423,Potential Loyalists
21426,381,5,6947,1,2,4,124,At Risk
21427,463,5,4900,1,2,3,123,At Risk
21428,26,8,6991,4,4,4,444,Champions
21429,128,4,2823,3,2,2,322,Potential Loyalists
21430,58,7,4529,4,4,3,443,Champions
21431,163,5,2718,3,2,2,322,Potential Loyalists
21432,80,8,6621,3,4,4,344,Champions
21433,439,2,2143,1,1,1,111,Lost
21434,10,4,3900,4,2,3,423,Potential Loyalists
21435,390,9,7780,1,4,4,144,At Risk
21436,20,5,3391,4,2,2,422,Potential Loyalists
21437,196,7,3637,2,4,3,243,Loyal Customers
21438,573,4,2249,1,2,1,121,Cant Lose Them
21439,670,4,4131,1,2,3,123,At Risk
21440,474,4,1429,1,2,1,121,Cant Lose Them
21441,407,4,2765,1,2,2,122,At Risk
21442,75,4,2899,4,2,2,422,Potential Loyalists
21443,218,5,2821,2,2,2,222,Customers Needing Attention
21444,65,5,4362,4,2,3,423,Potential Loyalists
21445,124,3,1144,3,1,1,311,Promising
21446,124,5,4128,3,2,3,323,Potential Loyalists
21447,646,3,3016,1,1,2,112,Hibernating
21448,250,5,2991,2,2,2,222,Customers Needing Attention
21449,129,4,4136,3,2,3,323,Potential Loyalists
21450,92,7,4475,3,4,3,343,Champions
21451,184,8,6548,3,4,4,344,Champions
21452,341,2,1611,2,1,1,211,About to Sleep
21453,88,2,1904,3,1,1,311,Promising
21454,35,8,4625,4,4,3,443,Champions
21455,239,6,4941,2,3,3,233,Loyal Customers
21456,176,3,5167,3,1,4,314,Potential Loyalists
21457,729,5,1829,1,2,1,121,Cant Lose Them
21458,677,4,4467,1,2,3,123,At Risk
